Premise_ID,Argument_ID,annotator,persuasiveness,changeability,premise_agreement,Group_ID
fx4lwa,fn5hnr6,group-19_person-0,4,3,3,19
jj6n82,gaaqn3h,group-19_person-0,1,3,4,19
jwl8j4,gcth58c,group-19_person-0,2,3,3,19
cph5kf,ewq9wdt,group-19_person-0,2,3,4,19
cbi04t,etgnqjq,group-19_person-0,2,3,3,19
jgf66s,g9q4r7k,group-19_person-0,4,3,2,19
gwoazz,fsw752y,group-19_person-0,1,4,4,19
fug0yx,fmcygpv,group-19_person-0,2,5,1,19
k4oitw,ge9w4k9,group-19_person-0,4,4,3,19
uo408z,i8cf132,group-19_person-0,2,4,2,19
j7kjei,g859b4d,group-19_person-0,1,2,1,19
ge383e,fpl0qoa,group-19_person-0,4,4,4,19
ha24h2,fv0hug4,group-19_person-0,2,4,3,19
fx7g4z,fmslu7r,group-19_person-0,2,4,3,19
k91pnp,gf1hwuj,group-19_person-0,3,4,2,19
dcu154,f2bu1zj,group-19_person-0,3,3,2,19
gntcrz,frbx6kp,group-19_person-0,1,5,3,19
s9i8s8,hty7apf,group-19_person-0,3,3,6,19
o6ou6j,h2uqkbl,group-19_person-0,5,3,2,19
cegcaf,eu2zgkf,group-19_person-0,4,2,2,19
npm6e9,h06sv0o,group-19_person-0,2,4,4,19
iue9z6,g5k9chv,group-19_person-0,1,4,3,19
lyd1o8,gps0076,group-19_person-0,1,5,3,19
gtl3g8,fscm1ef,group-19_person-0,1,3,2,19
cggo6o,euhrtq7,group-19_person-0,2,3,4,19
f0u90p,fgyr6vg,group-19_person-0,3,3,5,19
hsx873,fyd6qg2,group-19_person-0,2,4,2,19
j96d5k,g8piy14,group-19_person-0,2,3,4,19
kettcw,gg6o8tk,group-19_person-0,4,4,3,19
ivq5qp,g5u0lhs,group-19_person-0,4,3,3,19
v8odn7,ibrpese,group-19_person-0,1,4,3,19
jpuv64,gbhlkyd,group-19_person-0,3,4,2,19
uqkhfx,i8smeyf,group-19_person-0,3,3,3,19
hueqcg,fymod3k,group-19_person-0,4,4,3,19
tep6t3,i0qy7lt,group-19_person-0,2,2,2,19
g71ufc,fofz4l1,group-19_person-0,4,3,2,19
cu2z1h,exr04y2,group-19_person-0,1,3,3,19
f6fwoq,fi4hpaa,group-19_person-0,1,4,3,19
k3n2ak,ge408r3,group-19_person-0,1,4,4,19
nan11q,gxuynlx,group-19_person-0,3,3,2,19
jstd8k,gc5eusp,group-19_person-0,2,2,2,19
hp6pc7,fxtu89t,group-19_person-0,3,2,2,19
dwyhqq,f7mjexp,group-19_person-0,2,3,2,19
hdm0n9,fvm0gft,group-19_person-0,4,4,2,19
d9ez7a,f1hhegt,group-19_person-0,4,4,3,19
fa3svk,fp2wn44,group-19_person-0,2,3,3,19
l412k6,gklltnb,group-19_person-0,4,2,1,19
tkkl9w,i1re45x,group-19_person-0,5,3,2,19
cwta8m,eyk3ebn,group-19_person-0,3,3,4,19
clp938,evxloio,group-19_person-0,3,3,3,19
l3pz82,gkhh44u,group-19_person-0,3,3,4,19
k7gfqj,geqqak4,group-19_person-0,4,3,5,19
vm73zo,idzxes8,group-19_person-0,4,4,4,19
f94rd4,fiqotc4,group-19_person-0,1,2,4,19
nycakk,h1kxjoj,group-19_person-0,2,2,2,19
o9780j,h3bub6h,group-19_person-0,2,2,1,19
imh17n,g43y6tn,group-19_person-0,1,3,3,19
la3rwp,glpgqzy,group-19_person-0,4,3,4,19
nayyed,gxy7jnv,group-19_person-0,1,3,3,19
jo91u0,gb6kthb,group-19_person-0,1,4,3,19
lb6fnk,gls6bw1,group-19_person-0,2,4,3,19
ecrvv4,fbi3lw1,group-19_person-0,4,2,5,19
hup28j,fyomeff,group-19_person-0,4,3,3,19
l5ub37,gkxy49a,group-19_person-0,1,3,4,19
cehj5u,eubluh5,group-19_person-0,3,2,2,19
gxuv4m,ft5gb95,group-19_person-0,1,2,5,19
dvvi8e,f7f1813,group-19_person-0,1,3,4,19
danhr3,f1rdxsj,group-19_person-0,3,3,3,19
iyadzo,g6blyfd,group-19_person-0,1,2,4,19
hizv7o,fwjbkio,group-19_person-0,5,3,4,19
bxnr0c,eq8mi2y,group-19_person-0,2,3,3,19
chnm0d,euxsxc4,group-19_person-0,3,4,3,19
c6fwuk,esall1b,group-19_person-0,2,4,4,19
i19rcz,fzwll21,group-19_person-0,4,4,3,19
cbjlm2,etfxsmx,group-19_person-0,1,3,3,19
eg2kch,fc4a10i,group-19_person-0,4,4,4,19
lw0fv3,gpf0xvb,group-19_person-0,3,4,3,19
gxso83,ft7ct26,group-19_person-0,5,4,4,19
c6z0ey,esbzsnc,group-19_person-0,1,3,2,19
ckrmfe,evqmrfk,group-19_person-0,4,3,3,19
v77jjs,ibjco8r,group-19_person-0,1,2,2,19
jrxfzd,gbw51gf,group-19_person-0,2,3,3,19
vj3gfl,idgv6yb,group-19_person-0,5,2,1,19
k9viz8,gfa925t,group-19_person-0,3,3,3,19
ek63mb,fd7ebo7,group-19_person-0,3,3,3,19
cn7apk,ew8uvvu,group-19_person-0,1,3,4,19
f7c6y5,fialoe0,group-19_person-0,4,3,2,19
kq1yom,gi3m7sc,group-19_person-0,4,3,2,19
nia22h,gz1k2do,group-19_person-0,3,3,3,19
sg073v,huue6oa,group-19_person-0,2,2,5,19
k7sp9m,getjmpq,group-19_person-0,2,3,3,19
ku3ud0,gipylek,group-19_person-0,4,2,2,19
vjyyhq,idp8qev,group-19_person-0,1,2,2,19
jf1ndg,g9hnxbu,group-19_person-0,1,3,2,19
gsanwb,fs3zack,group-19_person-0,2,2,1,19
uuyqsq,i9n2gsm,group-19_person-0,1,3,3,19
d91kkj,f1esgis,group-19_person-0,3,3,3,19
camdeh,eta9yw6,group-19_person-0,4,3,3,19
mauv90,grucopj,group-19_person-0,1,4,3,19
mdntqq,gsaneyi,group-19_person-0,3,3,1,19
dr48rp,f6eza9c,group-19_person-0,2,4,4,19
hnhpri,fxdogut,group-19_person-0,2,3,3,19
kzxsl9,gjrr97x,group-19_person-0,2,3,3,19
dkzcf4,f4m6p9z,group-19_person-0,3,3,4,19
cly1ve,evyqbgm,group-19_person-0,2,3,4,19
mbq9ig,grzk85w,group-19_person-0,4,4,4,19
gb5ssj,fp3w5j2,group-19_person-0,1,3,2,19
vl9agm,idtrsmi,group-19_person-0,4,3,4,19
kv479t,givy0n0,group-19_person-0,3,3,3,19
fw575h,fmmci49,group-19_person-0,2,2,2,19
vhmmj6,id9wvah,group-19_person-0,1,4,3,19
gzmfda,fth4sct,group-19_person-0,4,3,2,19
v7kz72,iboygo1,group-19_person-0,1,4,3,19
e47el9,f9cv00z,group-19_person-0,4,4,3,19
h9ae5s,fuz3elk,group-19_person-0,2,2,2,19
libc3g,gn2cen9,group-19_person-0,4,2,2,19
lmnb6k,gnvwjkz,group-19_person-0,2,3,3,19
ga6umx,foyjyr0,group-19_person-0,1,4,3,19
uc7t8x,i6bw7kg,group-19_person-0,3,5,1,19
cp33wl,ewmxjt2,group-19_person-0,2,2,5,19
bvza0u,epufbtg,group-01_person-0,4,2,2,1
bvza0u,epufbtg,group-01_person-1,4,1,2,1
bvza0u,epufbtg,group-01_person-2,3,4,3,1
bxv6l3,eqabs9o,group-01_person-0,2,1,6,1
bxv6l3,eqabs9o,group-01_person-1,2,2,5,1
bxv6l3,eqabs9o,group-01_person-2,2,2,6,1
c2mdua,erm4rdp,group-01_person-0,4,4,4,1
c2mdua,erm4rdp,group-01_person-1,4,3,4,1
c2mdua,erm4rdp,group-01_person-2,4,5,3,1
c2xatm,ern6ap9,group-01_person-0,4,1,1,1
c2xatm,ern6ap9,group-01_person-1,4,2,1,1
c2xatm,ern6ap9,group-01_person-2,4,1,1,1
c38ffa,erq4ryu,group-01_person-0,3,2,3,1
c38ffa,erq4ryu,group-01_person-1,3,1,3,1
c38ffa,erq4ryu,group-01_person-2,3,1,3,1
c46o9f,ervggkk,group-01_person-0,1,5,1,1
c46o9f,ervggkk,group-01_person-1,1,5,2,1
c46o9f,ervggkk,group-01_person-2,1,5,1,1
c65nhl,es6gza3,group-01_person-0,2,3,1,1
c65nhl,es6gza3,group-01_person-1,2,4,2,1
c65nhl,es6gza3,group-01_person-2,2,4,1,1
c6z0ey,esbzsnc,group-01_person-0,1,5,2,1
c6z0ey,esbzsnc,group-01_person-1,1,4,2,1
c6z0ey,esbzsnc,group-01_person-2,1,5,2,1
cdon8d,etvcplx,group-01_person-0,2,3,3,1
cdon8d,etvcplx,group-01_person-1,2,4,2,1
cdon8d,etvcplx,group-01_person-2,2,4,3,1
cm502l,ew06703,group-01_person-0,3,2,2,1
cm502l,ew06703,group-01_person-1,3,2,3,1
cm502l,ew06703,group-01_person-2,3,3,2,1
cntr5m,ewgluib,group-01_person-0,3,3,4,1
cntr5m,ewgluib,group-01_person-1,3,4,3,1
cntr5m,ewgluib,group-01_person-2,3,3,4,1
cou0f5,ewlv0ki,group-01_person-0,1,5,3,1
cou0f5,ewlv0ki,group-01_person-1,1,5,2,1
cou0f5,ewlv0ki,group-01_person-2,1,4,3,1
cpgqe5,ewpe0rv,group-01_person-0,3,3,1,1
cpgqe5,ewpe0rv,group-01_person-1,4,3,1,1
cpgqe5,ewpe0rv,group-01_person-2,4,4,1,1
cr4av4,ex334ys,group-01_person-0,2,4,3,1
cr4av4,ex334ys,group-01_person-1,2,5,2,1
cr4av4,ex334ys,group-01_person-2,2,4,3,1
crm668,ex918ma,group-01_person-0,2,4,3,1
crm668,ex918ma,group-01_person-1,1,4,2,1
crm668,ex918ma,group-01_person-2,2,4,3,1
cu2z1h,exr04y2,group-01_person-0,2,4,3,1
cu2z1h,exr04y2,group-01_person-1,2,4,2,1
cu2z1h,exr04y2,group-01_person-2,2,5,3,1
cvchju,eypaowa,group-01_person-0,2,1,2,1
cvchju,eypaowa,group-01_person-1,2,2,2,1
cvchju,eypaowa,group-01_person-2,2,1,3,1
cx10lx,eyis5el,group-01_person-0,4,3,3,1
cx10lx,eyis5el,group-01_person-1,4,2,3,1
cx10lx,eyis5el,group-01_person-2,4,3,3,1
cy7vno,eyqva56,group-01_person-0,4,2,4,1
cy7vno,eyqva56,group-01_person-1,4,1,4,1
cy7vno,eyqva56,group-01_person-2,4,2,4,1
d1ckke,ezkbzdu,group-01_person-0,4,2,3,1
d1ckke,ezkbzdu,group-01_person-1,4,2,2,1
d1ckke,ezkbzdu,group-01_person-2,4,2,3,1
d7ydap,f189dop,group-01_person-0,4,2,2,1
d7ydap,f189dop,group-01_person-1,4,3,2,1
d7ydap,f189dop,group-01_person-2,5,2,2,1
db20ql,f1xc6tv,group-01_person-0,4,2,2,1
db20ql,f1xc6tv,group-01_person-1,4,1,2,1
db20ql,f1xc6tv,group-01_person-2,4,2,2,1
dcu154,f2bu1zj,group-01_person-0,1,5,3,1
dcu154,f2bu1zj,group-01_person-1,1,4,2,1
dcu154,f2bu1zj,group-01_person-2,1,5,3,1
dtlzo3,f6xy91z,group-01_person-0,4,1,2,1
dtlzo3,f6xy91z,group-01_person-1,4,2,2,1
dtlzo3,f6xy91z,group-01_person-2,4,1,2,1
dwgcv1,f7j2tfw,group-01_person-0,1,1,1,1
dwgcv1,f7j2tfw,group-01_person-1,2,1,1,1
dwgcv1,f7j2tfw,group-01_person-2,1,5,1,1
dzduo4,f8ns0r9,group-01_person-0,1,5,3,1
dzduo4,f8ns0r9,group-01_person-1,1,4,3,1
dzduo4,f8ns0r9,group-01_person-2,1,5,3,1
e0x4en,f8iwvlm,group-01_person-0,2,4,3,1
e0x4en,f8iwvlm,group-01_person-1,2,4,3,1
e0x4en,f8iwvlm,group-01_person-2,2,4,3,1
e1hs4a,f8p8gpa,group-01_person-0,4,3,1,1
e1hs4a,f8p8gpa,group-01_person-1,4,2,1,1
e1hs4a,f8p8gpa,group-01_person-2,4,3,1,1
eafi9b,faq8ia2,group-01_person-0,1,2,3,1
eafi9b,faq8ia2,group-01_person-1,2,2,3,1
eafi9b,faq8ia2,group-01_person-2,1,5,3,1
ecrvv4,fbj5co0,group-01_person-0,3,2,6,1
ecrvv4,fbj5co0,group-01_person-1,3,2,6,1
ecrvv4,fbj5co0,group-01_person-2,3,2,6,1
efcnt9,fbznz6r,group-01_person-0,4,2,5,1
efcnt9,fbznz6r,group-01_person-1,4,2,5,1
efcnt9,fbznz6r,group-01_person-2,4,2,5,1
elyvzu,fdlnpul,group-01_person-0,3,3,2,1
elyvzu,fdlnpul,group-01_person-1,3,3,2,1
elyvzu,fdlnpul,group-01_person-2,3,3,2,1
engvem,fdzr51m,group-01_person-0,3,4,3,1
engvem,fdzr51m,group-01_person-1,4,3,3,1
engvem,fdzr51m,group-01_person-2,3,4,3,1
engx6o,fdzutq4,group-01_person-0,1,5,2,1
engx6o,fdzutq4,group-01_person-1,1,4,2,1
engx6o,fdzutq4,group-01_person-2,1,5,2,1
erqe6f,ff5r4in,group-01_person-0,2,4,2,1
erqe6f,ff5r4in,group-01_person-1,2,5,2,1
erqe6f,ff5r4in,group-01_person-2,2,4,2,1
esbw24,ff98pz0,group-01_person-0,4,3,4,1
esbw24,ff98pz0,group-01_person-1,4,3,4,1
esbw24,ff98pz0,group-01_person-2,4,3,4,1
f46qgm,fhpdgu6,group-01_person-0,2,3,3,1
f46qgm,fhpdgu6,group-01_person-1,2,4,3,1
f46qgm,fhpdgu6,group-01_person-2,2,4,3,1
f49xgm,fhp3g7q,group-01_person-0,3,2,2,1
f49xgm,fhp3g7q,group-01_person-1,4,2,2,1
f49xgm,fhp3g7q,group-01_person-2,3,2,2,1
f7kdzy,fihfv7o,group-01_person-0,1,3,4,1
f7kdzy,fihfv7o,group-01_person-1,1,3,4,1
f7kdzy,fihfv7o,group-01_person-2,1,3,4,1
f7umkw,fifkjnc,group-01_person-0,4,4,3,1
f7umkw,fifkjnc,group-01_person-1,4,3,3,1
f7umkw,fifkjnc,group-01_person-2,4,4,3,1
fa4ad4,fiw3oji,group-01_person-0,3,3,4,1
fa4ad4,fiw3oji,group-01_person-1,3,3,4,1
fa4ad4,fiw3oji,group-01_person-2,3,3,4,1
fai082,fizh4kd,group-01_person-0,3,2,3,1
fai082,fizh4kd,group-01_person-1,3,2,3,1
fai082,fizh4kd,group-01_person-2,3,2,3,1
ft1l69,fm54s7x,group-01_person-0,4,1,2,1
ft1l69,fm54s7x,group-01_person-1,3,2,2,1
ft1l69,fm54s7x,group-01_person-2,4,1,2,1
g067uw,fn9iqn3,group-01_person-0,1,5,3,1
g067uw,fn9iqn3,group-01_person-1,1,5,2,1
g067uw,fn9iqn3,group-01_person-2,1,5,3,1
g1f7lf,fnfc5ob,group-01_person-0,4,1,2,1
g1f7lf,fnfc5ob,group-01_person-1,4,1,2,1
g1f7lf,fnfc5ob,group-01_person-2,4,1,2,1
g3t4hl,fnvu0ke,group-01_person-0,2,1,1,1
g3t4hl,fnvu0ke,group-01_person-1,1,2,1,1
g3t4hl,fnvu0ke,group-01_person-2,2,1,1,1
g43k4f,fnvqsd6,group-01_person-0,2,4,2,1
g43k4f,fnvqsd6,group-01_person-1,2,4,3,1
g43k4f,fnvqsd6,group-01_person-2,2,4,2,1
g5843o,fo213tq,group-01_person-0,2,4,5,1
g5843o,fo213tq,group-01_person-1,2,4,5,1
g5843o,fo213tq,group-01_person-2,2,4,5,1
g71ufc,fofzx5z,group-01_person-0,4,2,5,1
g71ufc,fofzx5z,group-01_person-1,4,2,5,1
g71ufc,fofzx5z,group-01_person-2,4,2,5,1
g7243k,foglc3a,group-01_person-0,1,1,1,1
g7243k,foglc3a,group-01_person-1,1,2,2,1
g7243k,foglc3a,group-01_person-2,1,1,1,1
ga1hny,foxfrdf,group-01_person-0,4,3,3,1
ga1hny,foxfrdf,group-01_person-1,4,3,3,1
ga1hny,foxfrdf,group-01_person-2,4,3,3,1
ga40q0,foxhrym,group-01_person-0,3,2,4,1
ga40q0,foxhrym,group-01_person-1,3,2,4,1
ga40q0,foxhrym,group-01_person-2,3,2,4,1
gawo7c,fp29hmg,group-01_person-0,2,4,3,1
gawo7c,fp29hmg,group-01_person-1,2,4,2,1
gawo7c,fp29hmg,group-01_person-2,2,4,3,1
ggu0a6,fq5fpb4,group-01_person-0,3,2,5,1
ggu0a6,fq5fpb4,group-01_person-1,3,2,5,1
ggu0a6,fq5fpb4,group-01_person-2,3,2,5,1
gmu7yp,fr5sg6h,group-01_person-0,3,2,3,1
gmu7yp,fr5sg6h,group-01_person-1,3,2,2,1
gmu7yp,fr5sg6h,group-01_person-2,3,2,3,1
gnvxuz,frfjtg2,group-01_person-0,4,2,3,1
gnvxuz,frfjtg2,group-01_person-1,3,2,2,1
gnvxuz,frfjtg2,group-01_person-2,3,2,3,1
gqf985,frsctcp,group-01_person-0,1,5,1,1
gqf985,frsctcp,group-01_person-1,1,5,2,1
gqf985,frsctcp,group-01_person-2,1,5,1,1
gttz3u,fsetm7o,group-01_person-0,3,3,5,1
gttz3u,fsetm7o,group-01_person-1,3,3,5,1
gttz3u,fsetm7o,group-01_person-2,3,3,5,1
gugxvh,fsj22v7,group-01_person-0,3,2,2,1
gugxvh,fsj22v7,group-01_person-1,3,2,2,1
gugxvh,fsj22v7,group-01_person-2,3,2,2,1
gwfxv0,fsxo8mv,group-01_person-0,2,2,5,1
gwfxv0,fsxo8mv,group-01_person-1,2,2,5,1
gwfxv0,fsxo8mv,group-01_person-2,2,4,5,1
gzmfda,fth80m0,group-01_person-0,2,3,2,1
gzmfda,fth80m0,group-01_person-1,2,4,2,1
gzmfda,fth80m0,group-01_person-2,2,4,2,1
haz807,fv61wd1,group-01_person-0,4,2,4,1
haz807,fv61wd1,group-01_person-1,4,2,4,1
haz807,fv61wd1,group-01_person-2,4,2,4,1
hb4e1m,fv6qhg9,group-01_person-0,1,5,3,1
hb4e1m,fv6qhg9,group-01_person-1,1,5,2,1
hb4e1m,fv6qhg9,group-01_person-2,1,5,3,1
hbn81h,fvdt7i5,group-01_person-0,4,1,6,1
hbn81h,fvdt7i5,group-01_person-1,4,2,5,1
hbn81h,fvdt7i5,group-01_person-2,4,1,6,1
hdtgds,fvoenpu,group-01_person-0,2,3,3,1
hdtgds,fvoenpu,group-01_person-1,3,3,3,1
hdtgds,fvoenpu,group-01_person-2,4,4,3,1
hduuiq,fvq3bhs,group-01_person-0,1,5,1,1
hduuiq,fvq3bhs,group-01_person-1,1,5,3,1
hduuiq,fvq3bhs,group-01_person-2,1,5,1,1
hec57d,fvqczdj,group-01_person-0,4,3,6,1
hec57d,fvqczdj,group-01_person-1,4,3,5,1
hec57d,fvqczdj,group-01_person-2,4,3,5,1
hiypm5,fwj2emq,group-01_person-0,2,1,1,1
hiypm5,fwj2emq,group-01_person-1,1,1,1,1
hiypm5,fwj2emq,group-01_person-2,2,1,1,1
hm8teq,fx4liak,group-01_person-0,1,5,2,1
hm8teq,fx4liak,group-01_person-1,1,4,2,1
hm8teq,fx4liak,group-01_person-2,1,5,3,1
ho9a7y,fxgfycd,group-01_person-0,1,5,2,1
ho9a7y,fxgfycd,group-01_person-1,1,5,2,1
ho9a7y,fxgfycd,group-01_person-2,1,5,3,1
hp7q1z,fxndjs0,group-01_person-0,4,2,4,1
hp7q1z,fxndjs0,group-01_person-1,4,2,5,1
hp7q1z,fxndjs0,group-01_person-2,4,2,4,1
hqth8d,fy14wka,group-01_person-0,4,1,2,1
hqth8d,fy14wka,group-01_person-1,4,1,2,1
hqth8d,fy14wka,group-01_person-2,4,1,2,1
hrh36i,fy43abd,group-01_person-0,1,5,2,1
hrh36i,fy43abd,group-01_person-1,1,4,2,1
hrh36i,fy43abd,group-01_person-2,1,5,3,1
hzj5ox,fzk7waf,group-01_person-0,1,5,3,1
hzj5ox,fzk7waf,group-01_person-1,1,4,2,1
hzj5ox,fzk7waf,group-01_person-2,1,5,3,1
hzk4pp,fzjhbfv,group-01_person-0,1,5,3,1
hzk4pp,fzjhbfv,group-01_person-1,1,5,2,1
hzk4pp,fzjhbfv,group-01_person-2,1,5,3,1
hzkg1c,fzjhh6y,group-01_person-0,4,2,4,1
hzkg1c,fzjhh6y,group-01_person-1,3,2,4,1
hzkg1c,fzjhh6y,group-01_person-2,4,2,4,1
i05wsl,fznaqd2,group-01_person-0,3,2,2,1
i05wsl,fznaqd2,group-01_person-1,3,2,2,1
i05wsl,fznaqd2,group-01_person-2,3,2,2,1
inksqd,g483ul6,group-01_person-0,4,3,6,1
inksqd,g483ul6,group-01_person-1,4,3,6,1
inksqd,g483ul6,group-01_person-2,4,3,6,1
ir1gcm,g4wtcp2,group-01_person-0,2,2,5,1
ir1gcm,g4wtcp2,group-01_person-1,2,2,5,1
ir1gcm,g4wtcp2,group-01_person-2,2,2,5,1
iscjil,g59hbi4,group-01_person-0,3,4,2,1
iscjil,g59hbi4,group-01_person-1,3,3,2,1
iscjil,g59hbi4,group-01_person-2,3,4,2,1
ivrn9r,g5tnz7z,group-01_person-0,4,2,2,1
ivrn9r,g5tnz7z,group-01_person-1,4,1,2,1
ivrn9r,g5tnz7z,group-01_person-2,4,2,2,1
ivuruw,g61ribk,group-01_person-0,3,3,3,1
ivuruw,g61ribk,group-01_person-1,3,3,2,1
ivuruw,g61ribk,group-01_person-2,3,3,3,1
iyd3ns,g6bwqyj,group-01_person-0,3,1,1,1
iyd3ns,g6bwqyj,group-01_person-1,3,2,1,1
iyd3ns,g6bwqyj,group-01_person-2,3,1,1,1
iz4kxk,g6jrhe5,group-01_person-0,2,4,3,1
iz4kxk,g6jrhe5,group-01_person-1,2,3,3,1
iz4kxk,g6jrhe5,group-01_person-2,2,4,3,1
j3b8m6,g7aragm,group-01_person-0,3,2,3,1
j3b8m6,g7aragm,group-01_person-1,2,2,2,1
j3b8m6,g7aragm,group-01_person-2,3,2,4,1
ja6j11,g8nx4yn,group-01_person-0,1,4,5,1
ja6j11,g8nx4yn,group-01_person-1,1,5,3,1
ja6j11,g8nx4yn,group-01_person-2,1,5,5,1
jbcisu,g8woq19,group-01_person-0,3,2,3,1
jbcisu,g8woq19,group-01_person-1,4,2,2,1
jbcisu,g8woq19,group-01_person-2,3,2,3,1
ji1nkz,ga4mrt7,group-01_person-0,5,2,5,1
ji1nkz,ga4mrt7,group-01_person-1,5,2,5,1
ji1nkz,ga4mrt7,group-01_person-2,5,2,5,1
jkp34t,gakegtp,group-01_person-0,4,2,3,1
jkp34t,gakegtp,group-01_person-1,4,2,3,1
jkp34t,gakegtp,group-01_person-2,4,2,3,1
jodpcu,gb92t6c,group-01_person-0,2,4,4,1
jodpcu,gb92t6c,group-01_person-1,2,2,4,1
jodpcu,gb92t6c,group-01_person-2,2,4,4,1
joh7mj,gb7x1dh,group-01_person-0,4,2,3,1
joh7mj,gb7x1dh,group-01_person-1,4,2,3,1
joh7mj,gb7x1dh,group-01_person-2,4,4,3,1
jwl8j4,gct51yo,group-01_person-0,4,3,2,1
jwl8j4,gct51yo,group-01_person-1,3,2,2,1
jwl8j4,gct51yo,group-01_person-2,3,4,2,1
jxhjbz,gdfqjqi,group-01_person-0,2,2,1,1
jxhjbz,gdfqjqi,group-01_person-1,2,2,1,1
jxhjbz,gdfqjqi,group-01_person-2,2,2,1,1
jzve58,gde911u,group-01_person-0,2,2,6,1
jzve58,gde911u,group-01_person-1,2,2,5,1
jzve58,gde911u,group-01_person-2,2,4,3,1
k8yyqa,gf159ei,group-01_person-0,2,4,1,1
k8yyqa,gf159ei,group-01_person-1,2,4,2,1
k8yyqa,gf159ei,group-01_person-2,2,4,1,1
ka7hqw,gfb0q21,group-01_person-0,2,3,5,1
ka7hqw,gfb0q21,group-01_person-1,2,2,5,1
ka7hqw,gfb0q21,group-01_person-2,2,2,5,1
klxqoj,ghc19ax,group-01_person-0,3,1,4,1
klxqoj,ghc19ax,group-01_person-1,3,1,4,1
klxqoj,ghc19ax,group-01_person-2,3,1,4,1
krvcr0,gkpwe35,group-01_person-0,3,3,3,1
krvcr0,gkpwe35,group-01_person-1,3,2,4,1
krvcr0,gkpwe35,group-01_person-2,3,3,3,1
kvcjn8,gixl04p,group-01_person-0,3,4,4,1
kvcjn8,gixl04p,group-01_person-1,3,5,4,1
kvcjn8,gixl04p,group-01_person-2,3,5,4,1
l0bxq9,gjsti92,group-01_person-0,2,3,4,1
l0bxq9,gjsti92,group-01_person-1,2,3,4,1
l0bxq9,gjsti92,group-01_person-2,2,3,4,1
l5k4en,gkupdy6,group-01_person-0,3,3,3,1
l5k4en,gkupdy6,group-01_person-1,3,3,3,1
l5k4en,gkupdy6,group-01_person-2,3,3,3,1
l76ahx,gl9y61p,group-01_person-0,4,3,5,1
l76ahx,gl9y61p,group-01_person-1,4,3,5,1
l76ahx,gl9y61p,group-01_person-2,4,3,5,1
la3rwp,glpgqzy,group-01_person-0,1,4,3,1
la3rwp,glpgqzy,group-01_person-1,1,5,3,1
la3rwp,glpgqzy,group-01_person-2,1,5,3,1
lc9r8t,glyrb82,group-01_person-0,1,2,6,1
lc9r8t,glyrb82,group-01_person-1,1,2,6,1
lc9r8t,glyrb82,group-01_person-2,1,2,6,1
lenucf,gmgsbau,group-01_person-0,3,3,5,1
lenucf,gmgsbau,group-01_person-1,3,3,5,1
lenucf,gmgsbau,group-01_person-2,3,3,5,1
lhsix7,gn1pngu,group-01_person-0,2,4,3,1
lhsix7,gn1pngu,group-01_person-1,2,4,2,1
lhsix7,gn1pngu,group-01_person-2,2,4,3,1
lj3ra7,gn8pddd,group-01_person-0,3,2,3,1
lj3ra7,gn8pddd,group-01_person-1,2,2,3,1
lj3ra7,gn8pddd,group-01_person-2,3,2,3,1
ljyayg,gnhbwrl,group-01_person-0,3,3,3,1
ljyayg,gnhbwrl,group-01_person-1,3,2,3,1
ljyayg,gnhbwrl,group-01_person-2,3,3,3,1
lmqyid,gnz47sq,group-01_person-0,3,2,5,1
lmqyid,gnz47sq,group-01_person-1,3,2,5,1
lmqyid,gnz47sq,group-01_person-2,3,2,5,1
locljb,goonwir,group-01_person-0,1,5,3,1
locljb,goonwir,group-01_person-1,1,5,3,1
locljb,goonwir,group-01_person-2,1,5,3,1
lsvuim,gotm9fv,group-01_person-0,2,4,3,1
lsvuim,gotm9fv,group-01_person-1,2,5,2,1
lsvuim,gotm9fv,group-01_person-2,2,4,3,1
lvynri,gpf0wpq,group-01_person-0,3,1,2,1
lvynri,gpf0wpq,group-01_person-1,3,1,2,1
lvynri,gpf0wpq,group-01_person-2,3,1,2,1
m00ce0,gq62y9n,group-01_person-0,1,3,5,1
m00ce0,gq62y9n,group-01_person-1,1,3,5,1
m00ce0,gq62y9n,group-01_person-2,1,3,5,1
m0wj71,gqe1qxh,group-01_person-0,4,1,4,1
m0wj71,gqe1qxh,group-01_person-1,4,1,4,1
m0wj71,gqe1qxh,group-01_person-2,4,1,4,1
mc30qp,gs1ao0v,group-01_person-0,2,4,3,1
mc30qp,gs1ao0v,group-01_person-1,2,5,3,1
mc30qp,gs1ao0v,group-01_person-2,2,4,3,1
mdntqq,gsaneyi,group-01_person-0,4,1,2,1
mdntqq,gsaneyi,group-01_person-1,3,1,2,1
mdntqq,gsaneyi,group-01_person-2,4,1,2,1
mepkn2,gsjoxal,group-01_person-0,2,4,4,1
mepkn2,gsjoxal,group-01_person-1,2,4,3,1
mepkn2,gsjoxal,group-01_person-2,2,4,4,1
n76g18,gxc78zc,group-01_person-0,2,5,3,1
n76g18,gxc78zc,group-01_person-1,1,5,3,1
n76g18,gxc78zc,group-01_person-2,2,5,3,1
ncls0k,gy5rp6f,group-01_person-0,1,5,3,1
ncls0k,gy5rp6f,group-01_person-1,1,5,3,1
ncls0k,gy5rp6f,group-01_person-2,1,5,3,1
nlrgua,gzmoelz,group-01_person-0,4,3,4,1
nlrgua,gzmoelz,group-01_person-1,4,3,4,1
nlrgua,gzmoelz,group-01_person-2,4,4,4,1
